date,retweet,text,author
2016-09-22,False,The man who could be your next president may be deeply indebted to another country. Do you trust him to run ours?,HillaryClinton
2016-09-22,False,Most people who are bullies grow out of it. Donald Trump hasnt.,HillaryClinton
2016-09-22,False,"Donald Trump doesnt see people like me, he only sees disability. I honestly feel bad for someone with so much hate in his heart.",HillaryClinton
2016-09-22,False,Donald Trump is really good at spending other peoples moneyonLegal settlements.Payoffs.Portraits of himself.,HillaryClinton
2016-09-21,False,Trump should have to answer exactly why he refuses to believe that @POTUS is American.https//twitter.com/thehill/status/778756954613088257,HillaryClinton
2016-09-21,False,"You would think there is almost, like, something wrong. Donald Trump on Mitt Romney failing to release his tax returns, 2012",HillaryClinton
2016-09-21,False,We need a president who sees the best in all of us.,HillaryClinton
2016-09-21,False,Every student should be able to graduate from college without taking on any debt. http//hrc.io/2cDiWjm,HillaryClinton
2016-09-21,False,Keith Lamont Scott. Terence Crutcher. Too many others. This has got to end. H,HillaryClinton
2016-09-20,False,FACT Donald Trump used his charitable foundation to purchase multiple sixfoottall paintings of himself.http//hrc.io/2dfrxtt,HillaryClinton
2016-09-20,False,"A real headline about the Republican nominee Trump used 258,000 from his charity to settle legal problems.http//wapo.st/2cNm2nJ",HillaryClinton
2016-09-20,False,"Four months from today, our next president will walk into the Oval Office.Help make sure its not Donald Trump http//hrc.io/2dfejgv",HillaryClinton
2016-09-20,False,"On this day in 1973, tennis champion Billie Jean King defeated Bobby Riggs in the Battle of the Sexes.",HillaryClinton
2016-09-20,False,You can leave this ad mutedtheres nothing to hear. @NyleDiMarcohttp//IWillVote.com,HillaryClinton
2016-09-20,False,Trumps calls to torture and mistreat prisoners go against the very values we are fighting to defend. Were better than this.,HillaryClinton
2016-09-20,False,Donald hasnt given his own money to the Trump Foundation since 2008but its still paying his bills.http//wapo.st/2cNm2nJ,HillaryClinton
2016-09-20,False,Another unarmed Black man was shot in a police incident. This should be intolerable. We have so much work to do. #TerenceCrutcher H,HillaryClinton
2016-09-20,False,Donald Trump is using his foundationfunded by other peoples moneyto settle lawsuits. http//wapo.st/2cNm2nJ,HillaryClinton
2016-09-20,False,The voice of your vote is the greatest voice we have. @NyleDiMarcohttp//IWillVote.com,HillaryClinton
2016-09-19,False,Catch @FallonTonight at 1135pm ET to see letters from some of Hillarys biggest fans.,HillaryClinton
2016-09-19,False,You want to give me a good sendoff? Go vote. Barack Obama http//IWillVote.com,HillaryClinton
2016-09-19,False,Nobody in America should have to forgo a higher education because they cant afford it.,HillaryClinton
2016-09-19,False,America has never made progress by thinking one person alone can fix our problems.,HillaryClinton
2016-09-19,False,Be a voter. Check your registration and help your friends do the same  http//IWillVote.com,HillaryClinton
2016-09-19,False,We have to stand up to this hate.We have to send a clear message America is better than this.America is better than Donald Trump.,HillaryClinton
2016-09-19,False,Im Hillary Clinton and Ive always approved this message.,HillaryClinton
2016-09-19,False,Our next president needs to have the right temperament to meet the challenges we face.,HillaryClinton
2016-09-19,False,"Like all Americans, my thoughts are with those who were wounded, their families,  our first responders Hillary on this weekends attacks",HillaryClinton
